Word,Frequency,Lemma,POS,Gloss,Morphemes
დაიფარე,3,ა/ იფარებს,VERB,covers,და-ი-ფარ-ე
დავიფარო,1,ა/ იფარებს,VERB,covers,და-ვ-ი-ფარ-ო
გამაღვიძო,2,ა/ იღვიძებს ღვიძავს,VERB,wakes up/is woke,გა-მ-ა-ღვიძ-ო
მოგაშორო,1,ა/ იშორებს,VERB,removes/distances,მო-გ-ა-შორ-ო
მოგიშორებიაო,1,ა/ იშორებს,VERB,removes/distances,მო-გ-ი-შორ-ებ-ი-ა-ო
მოვაშოროთ,1,ა/ იშორებს,VERB,removes/distances,მო-ვ-ა-შორ-ო-თ
მოვაშორო,1,ა/ იშორებს,VERB,removes/distances,მო-ვ-ა-შორ-ო
ვიცობთ,1,ა/ იცობს,VERB,fits/stoppers [something] in (like a cork or plug),ვ-ი-ცობ-თ
დავიძინოთ,3,ა/ იძინებს,VERB,falls asleep,და-ვ-ი-ძინ-ო-თ
დაიძინე,2,ა/ იძინებს,VERB,falls asleep,და-ი-ძინ-ე
დაიძინო,2,ა/ იძინებს,VERB,falls asleep,და-ი-ძინ-ო
გამოიძინე,1,ა/ იძინებს,VERB,falls asleep,გამო-ი-ძინ-ე
დააძინო,1,ა/ იძინებს,VERB,falls asleep,და-ა-ძინ-ო
დავიძინებ,1,ა/ იძინებს,VERB,falls asleep,და-ვ-ი-ძინ-ებ
დაიძინეთ-მეთქი,1,ა/ იძინებს,VERB,falls asleep,და-ი-ძინ-ეთ-მეთქი
ჩააჟღვინტე,1,ა/ ჟღვინტავს,VERB,wipes booger,ჩა-ა-ჟღვინტ-ე
ჩააჟღვლინტე,1,ა/ ჟღვინტავს,VERB,wipes booger,ჩა-ა-ჟღვლინტ-ე
მოტრიალდი,3,ა/ ტრიალებს ტრიალდება,VERB,spins/turns,მო-ტრიალ-დ-ი
გადმოატრიალე,2,ა/ ტრიალებს ტრიალდება,VERB,spins/turns,გადმო-ა-ტრიალ-ე
შემოატრიალე,2,ა/ ტრიალებს ტრიალდება,VERB,spins/turns,შემო-ა-ტრიალ-ე
გადმოატრიალებ,1,ა/ ტრიალებს ტრიალდება,VERB,spins/turns,გადმო-ა-ტრიალ-ებ
დაატრიალე,1,ა/ ტრიალებს ტრიალდება,VERB,spins/turns,და-ა-ტრიალ-ე
დაატრიალოო,1,ა/ ტრიალებს ტრიალდება,VERB,spins/turns,და-ა-ტრიალ-ო-ო
ამოვიყვან,4,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,ამო-ვ-ი-ყვან
გადავიყვან,3,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,გადა-ვ-ი-ყვან
მიგყავს,2,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,მი-გ-ყავ-ს
მიიყვანე,2,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,მი-ი-ყვან-ე
წავიყვანოთ,2,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,წა-ვ-ი-ყვან-ო-თ
წამოუყვანე,2,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,წამო-უ-ყვან-ე
ამიყვანეო,1,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,ა-მ-ი-ყვან-ე-ო
ამოუყვანა,1,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,ამო-უ-ყვან-ა
გადაიყვანე,1,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,გადა-ი-ყვან-ე
გვყავდა,1,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,გვ-ყავ-დ-ა
მიჰყავს,1,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,მი-ჰ-ყავ-ს
მოიყვანე,1,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,მო-ი-ყვან-ე
მოყავს,1,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,მო-ყავ-ს
ჩაგყავს,1,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,ჩა-გ-ყავ-ს
ჩაიყვანე,1,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,ჩა-ი-ყვან-ე
წაგიყვანა,1,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,წა-გ-ი-ყვან-ა
წამოიყვანო,1,ა/გა/შე/მი/და/ მოჰყავს,VERB,brings/leads,წამო-ი-ყვან-ო
მოიტანე,20,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-ი-ტან-ე
მოვიტან,12,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-ვ-ი-ტან
მომიტანე,8,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-მ-ი-ტან-ე
მოგიტანო,6,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-გ-ი-ტან-ო
წამოიღე,6,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,წამო-ი-ღ-ე
წაიღე,5,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,წა-ი-ღ-ე
მივუტან,4,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მი-ვ-უ-ტან
მოგაქვს,4,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-გ-ა-ქვ-ს
მოგიტან,4,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-გ-ი-ტან
მოვიტანო,4,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-ვ-ი-ტან-ო
მივიტანო,3,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მი-ვ-ი-ტან-ო
მოგიტანე,3,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-გ-ი-ტან-ე
მოვიტანე,3,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-ვ-ი-ტან-ე
მოგიტანიაო,2,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-გ-ი-ტან-ი-ა-ო
მომაქვს,2,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-მ-ა-ქვ-ს
წავიღებ,2,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,წა-ვ-ი-ღ-ებ
წავიღო,2,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,წა-ვ-i-ღ-ო
წაიღო,2,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,წა-ი-ღ-ო
გადმოვიტანოთ,1,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,გადმო-ვ-ი-ტან-ო-თ
მიიტანე,1,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მი-ი-ტან-ე
მოგიტანეს,1,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-გ-ი-ტან-ეს
მოვიტანოთ,1,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-ვ-ი-ტან-ო-თ
მოიტანს,1,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-ი-ტან-ს
მოიტან,1,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-ი-ტან
მომიტანა,1,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-მ-ი-ტან-ა
მომიტანს,1,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,მო-მ-ი-ტან-ს
ჩამოგიტანოს,1,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,ჩამო-გ-ი-ტან-ო-ს
ჩამოგიტანს,1,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,ჩამო-გ-ი-ტან-ს
ჩამოიტანა,1,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,ჩამო-ი-ტან-ა
წავიღეთ,1,ა/გადა/გა/ მოაქვს წაიღო მოიტანს,VERB,brings/brought/will bring,წა-ვ-ი-ღ-ე-თ
ავაწყოთ,18,ა/და/ჩა/გადა ი/უ აწყობს აწყვია აწყობინებს,VERB,arranges/organizes,ა-ვ-ა-წყ-ო-თ
ააწყე,5,ა/და/ჩა/გადა ი/უ აწყობს აწყვია აწყობინებს,VERB,arranges/organizes,ა-ა-წყ-ე
აწყობ,4,ა/და/ჩა/გადა ი/უ აწყობს აწყვია აწყობინებს,VERB,arranges/organizes,ა-წყ-ობ
ავაწყობ,2,ა/და/ჩა/გადა ი/უ აწყობს აწყვია აწყობინებს,VERB,arranges/organizes,ა-ვ-ა-წყ-ობ
ვაწყობ,2,ა/და/ჩა/გადა ი/უ აწყობს აწყვია აწყობინებს,VERB,arranges/organizes,ვ-ა-წყ-ობ
ააწყეო,1,ა/და/ჩა/გადა ი/უ აწყობს აწყვია აწყობინებს,VERB,arranges/organizes,ა-ა-წყ-ე-ო
დააწყო,1,ა/და/ჩა/გადა ი/უ აწყობს აწყვია აწყობინებს,VERB,arranges/organizes,და-ა-წყ-ო
დახურე,7,ა/ი ხურავს,VERB,closes/shuts,და-ხურ-ე
დავხურავ,2,ა/ი ხურავს,VERB,closes/shuts,და-ვ-ხურ-ავ
დაიხურა,2,ა/ი ხურავს,VERB,closes/shuts,და-ი-ხურ-ა
ხურავ,2,ა/ი ხურავს,VERB,closes/shuts,ხურ-ავ
დავახუროთ,1,ა/ი ხურავს,VERB,closes/shuts,და-ვ-ა-ხურ-ო-თ
დაიცვა,2,ა/ი/უ წვავს იწვება ეწვება ეწვის,VERB,burns/is burning,და-ი-წვ-ა
შეიწია,2,ა/ი/უ წვავს იწვება ეწვება ეწვის,VERB,burns/is burning,შე-ი-წი-ა
გეწვის,1,ა/ი/უ წვავს იწვება ეწვება ეწვის,VERB,burns/is burning,გ-ე-წვ-ი-ს
დაგეწვას,1,ა/ი/უ წვავს იწვება ეწვება ეწვის,VERB,burns/is burning,და-გ-ე-წვ-ა-ს
დაიწვას,1,ა/ი/უ წვავს იწვება ეწვება ეწვის,VERB,burns/is burning,და-ი-წვ-ა-ს
დამწვა,1,ა/ი/უ წვავს იწვება ეწვება ეწვის,VERB,burns/is burning,და-მ-წვ-ა
იწვის,1,ა/ი/უ წვავს იწვება ეწვება ეწვის,VERB,burns/is burning,ი-წვ-ი-ს
შევწვათ,1,ა/ი/უ წვავს იწვება ეწვება ეწვის,VERB,burns/is burning,შე-ვ-წვ-ა-თ
შეიწვება,1,ა/ი/უ წვავს იწვება ეწვება ეწვის,VERB,burns/is burning,შე-ი-წვ-ებ-ა
შეწვი,1,ა/ი/უ წვავს იწვება ეწვება ეწვის,VERB,burns/is burning,შე-წვ-ი
წვავდნენ,1,ა/ი/უ წვავს იწვება ეწვება ეწვის,VERB,burns/is burning,წვ-ავ-დ-ნენ
წვავს,1,ა/ი/უ წვავს იწვება ეწვება ეწვის,VERB,burns/is burning,წვ-ავ-ს
აგიხსნი,1,ა/უ ხსნის,VERB,opens/explains,ა-გ-ი-ხსნ-ი
დავამატე,1,ა/უ/ იმატებს ემატება,VERB,adds/increases,და-ვ-ა-მატ-ე
ვუმატოთ,1,ა/უ/ იმატებს ემატება,VERB,adds/increases,ვ-უ-მატ-ო-თ
დაგაბიჯე,2,აბიჯებს,VERB,steps/paces,და-გ-ა-ბიჯ-ე
დააბიჯოს,1,აბიჯებს,VERB,steps/paces,და-ა-ბიჯ-ო-ს
ჩააგდე,6,აგდებს,VERB,throws/drops,ჩა-ა-გდ-ე
გადმომიგდე,5,აგდებს,VERB,throws/drops,გადმო-მ-ი-გდ-ე
ჩავუგდებ,5,აგდებს,VERB,throws/drops,ჩა-ვ-უ-გდ-ებ
გადაუგდო,3,აგდებს,VERB,throws/drops,გადა-უ-გდ-ო
ააგდე,2,აგდებს,VERB,throws/drops,ა-ა-გდ-ე
დააგდე,2,აგდებს,VERB,throws/drops,და-ა-გდ-ე
ჩავაგდებ,2,აგდებს,VERB,throws/drops,ჩა-ვ-ა-გდ-ებ
ჩამოაგდო,2,აგდებს,VERB,throws/drops,ჩამო-ა-გდ-ო
გააგდო,1,აგდებს,VERB,throws/drops,გა-ა-გდ-ო
გამოაგდე,1,აგდებს,VERB,throws/drops,გამო-ა-გდ-ე
ჩავაგდე,1,აგდებს,VERB,throws/drops,ჩა-ვ-ა-გდ-ე
დააგროვე,1,აგროვებს გროვდება,VERB,collects/gathers,და-ა-გროვ-ე
მოგროვდეს,1,აგროვებს გროვდება,VERB,collects/gathers,მო-გროვ-დ-ე-ს
მოვაგროვებ,1,აგროვებს გროვდება,VERB,collects/gathers,მო-ვ-ა-გროვ-ებ
გაგრძელება,2,აგრძელებს,VERB,continues,გა-გრძელ-ებ-ა
გავაგრძელოთ,2,აგრძელებს,VERB,continues,გა-ვ-ა-გრძელ-ო-თ
გააგრძელე,1,აგრძელებს,VERB,continues,გა-ა-გრძელ-ე
გავაგრძელებ,1,აგრძელებს,VERB,continues,გა-ვ-ა-გრძელ-ებ
გამიგრძელე,1,აგრძელებს,VERB,continues,გა-მ-ი-გრძელ-ე
გამოგვადგება,1,ადგება,VERB,gets up/rises,გამო-გვ-ადგ-ებ-ა
შეაერთე,11,აერთებს უერთებს უერთდება,VERB,connects/joins,შე-ა-ერთ-ე
მიაერთე,1,აერთებს უერთებს უერთდება,VERB,connects/joins,მი-ა-ერთ-ე
მიუერთეს,1,აერთებს უერთებს უერთდება,VERB,connects/joins,მი-უ-ერთ-ეს
შეერთდა,1,აერთებს უერთებს უერთდება,VERB,connects/joins,შე-ერთ-დ-ა
შევაერთებ,1,აერთებს უერთებს უერთდება,VERB,connects/joins,შე-ვ-ა-ერთ-ებ
შევაერთოთ,1,აერთებს უერთებს უერთდება,VERB,connects/joins,შე-ვ-ა-ერთ-ო-თ
დამავიწყდა,2,ავიწყდება,VERB,forgets,და-მ-ა-ვიწყ-დ-ა
დაგავიწყდა,1,ავიწყდება,VERB,forgets,და-გ-ა-ვიწყ-დ-ა
დაგვავიწყდით,1,ავიწყდება,VERB,forgets,და-გვ-ა-ვიწყ-დ-ი-თ
დამავიწყდით,1,ავიწყდება,VERB,forgets,და-მ-ა-ვიწყ-დ-ი-თ
გავათავებთ,1,ათავებს თავდება,VERB,finishes/ends,გა-ვ-ა-თავ-ებ-თ
ვათავებ,1,ათავებს თავდება,VERB,finishes/ends,ვ-ა-თავ-ებ
დავათვალიეროთ,5,ათვალიერებს,VERB,examines/observes,და-ვ-ათვალიერ-ო-თ
დაათვალიერო,2,ათვალიერებს,VERB,examines/observes,და-ათვალიერ-ო
დავათვალიერეთ,2,ათვალიერებს,VERB,examines/observes,და-ვ-ათვალიერ-ე-თ
ათვალიერებ,1,ათვალიერებს,VERB,examines/observes,ათვალიერ-ებ
დაათვალიერეს,1,ათვალიერებს,VERB,examines/observes,და-ათვალიერ-ეს
დავათვალიერო,1,ათვალიერებს,VERB,examines/observes,და-ვ-ათვალიერ-ო
დაათრევთ,1,ათრევს,VERB,drags/pulls,და-ა-თრევ-თ
გაათხელო,1,"ათხელებს, თხელდება",VERB,thins out,გა-ა-თხელ-ო
გაგვითხელდება,1,"ათხელებს, თხელდება",VERB,thins out,გა-გვ-ი-თხელ-დ-ებ-ა
გათხელდა,1,"ათხელებს, თხელდება",VERB,thins out,გა-თხელ-დ-ა
ვათხელებ,1,"ათხელებს, თხელდება",VERB,thins out,ვ-ა-თხელ-ებ
მაინტერესებს,11,აინტერესებს,VERB,interests,მ-აინტერეს-ებ-ს
გაინტერესებს,1,აინტერესებს,VERB,interests,გ-აინტერეს-ებ-ს
მანტერესებს,1,აინტერესებს,VERB,interests,მ-აინტერეს-ებ-s
დააკვირდი,2,აკვირდება,VERB,observes/watches,და-ა-კვირ-დ-ი
აკლია,2,"აკლდება, აკლია",VERB,is missing/lacks,ა-კლ-ი-ა
გაკლია,1,"აკლდება, აკლია",VERB,is missing/lacks,გ-ა-კლ-ი-ა
აკლია,2,აკლია,VERB,lacks/is missing,ა-კლ-ი-ა
გვაკლია,1,აკლია,VERB,lacks/is missing,გვ-ა-კლ-ი-ა
გავაკუე,1,აკუებს,VERB,barks,გა-ვ-ა-კუ-ე
გალურჯდა,1,ალურჯებს ლურჯდება,VERB,makes/becomes blue,გა-ლურჯ-დ-ა
დავამთავრებთ,3,ამთავრებს მთავრდება,VERB,finishes/ends,და-ვ-ა-მთავრ-ებ-თ
დავამთავროთ,2,ამთავრებს მთავრდება,VERB,finishes/ends,და-ვ-ა-მთავრ-ო-თ
დამთავრდა,2,ამთავრებს მთავრდება,VERB,finishes/ends,და-მთავრ-დ-ა
დაგვიმთავრებია,1,ამთავრებს მთავრდება,VERB,finishes/ends,და-გვ-ი-მთავრ-ებ-ი-ა
გამწვანდა,1,"ამწვანებს, მწვანდება",VERB,makes/becomes green,გა-მწვან-დ-ა
ანათებს,6,ანათებს,VERB,illuminates/lights,ანათ-ებ-ს
განახებ,1,ანახებს,VERB,shows,გ-ანახ-ებ
დამანახე,1,ანახებს,VERB,shows,და-მ-ანახ-ე
დაანგრიე,1,ანგრევს,VERB,destroys/demolishes,და-ანგრი-ე
დაანებე,2,ანებებს,VERB,lets/allows,და-ანებ-ე
დამანებე,1,ანებებს,VERB,lets/allows,და-მ-ანებ-ე
აპიპინებს,2,აპიპინებს,VERB,makes beep,ა-პიპინ-ებ-ს
აპირებ,1,აპირებს,VERB,intends/is about to,აპირ-ებ
არის,469,არის,VERB,is,არ-ი-ს
იყო,67,არის,VERB,is,ი-ყო
ხარ,51,არის,VERB,is,ხ-არ
ვარ,28,არის,VERB,is,ვ-არ
იყოს,28,არის,VERB,is,ი-ყ-ო-ს
იყავი,16,არის,VERB,is,ი-ყავ-ი
არიან,13,არის,VERB,is,არ-ი-ან
იქნება,13,არის,VERB,is,ი-ქნ-ებ-ა
ვართ,12,არის,VERB,is,ვ-არ-თ
ყოფილა,6,არის,VERB,is,ყ-ოფ-ილ-ა
იყვნენ,5,არის,VERB,is,ი-ყვნ-ენ
ვიყავით,4,არის,VERB,is,ვ-ი-ყავ-ი-თ
იქნები,4,არის,VERB,is,ი-ქნ-ებ-ი
არი,3,არის,VERB,is,არ-ი
იყავით,3,არის,VERB,is,ი-ყავ-ი-თ
ვიყავი,2,არის,VERB,is,ვ-ი-ყავ-ი
ვიყო,2,არის,VERB,is,ვ-ი-ყ-ო
ხარო,2,არის,VERB,is,ხ-არ-ო
არაიან,1,არის,VERB,is,არ-ი-ან
არისო,1,არის,VERB,is,არ-ი-ს-ო
ვარო,1,არის,VERB,is,ვ-არ-ო
ვიქნები,1,არის,VERB,is,ვ-ი-ქნ-ებ-ი
იქნებოდა,1,არის,VERB,is,ი-ქნ-ებ-ოდ-ა
იქნებ,1,არის,VERB,is,ი-ქნ-ებ
იყოო,1,არის,VERB,is,ი-ყო-ო
არსებობს,4,არსებობს,VERB,exists,არსებ-ობ-ს
გაარყიე,1,არყევს ირყევა,VERB,wobbles,გა-არყი-ე
დაასველო,2,ასველებს,VERB,wets/moistens,და-ა-სველ-ო
დაასველე,1,ასველებს,VERB,wets/moistens,და-ა-სველ-ე
დავასველოთ,1,ასველებს,VERB,wets/moistens,და-ვ-ა-სველ-ო-თ
გავატანოთ,2,ატანს,VERB,carries/bears,გა-ვ-ა-ტან-ო-თ
გავატარებ,5,ატარებს გა/ჩა/გადა უ/,VERB,wears/carries/conducts,გა-ვ-ა-ტარ-ებ
გაატარებ,2,ატარებს გა/ჩა/გადა უ/,VERB,wears/carries/conducts,გა-ა-ტარ-ებ
მომატყუე,2,ატყუებს იტყუება,VERB,lies/deceives,მო-მ-ა-ტყუ-ე
მომატყუა,1,ატყუებს იტყუება,VERB,lies/deceives,მო-მ-ა-ტყუ-ა
გააუთოვე,2,აუთოვებს,VERB,irons,გა-ა-უთოვ-ე
დავაუთოოთ,2,აუთოვებს,VERB,irons,და-ვ-ა-უთო-ო-თ
გავაუთოებ,1,აუთოვებს,VERB,irons,გა-ვ-ა-უთო-ებ
გავაუთოოთ,1,აუთოვებს,VERB,irons,გა-ვ-ა-უთო-ო-თ
გამაუთოვე,1,აუთოვებს,VERB,irons,გა-მ-ა-უთოვ-ე
დააუთოვე,1,აუთოვებს,VERB,irons,და-ა-უთოვ-ე
დავაუთოვე,1,აუთოვებს,VERB,irons,და-ვ-ა-უთოვ-ე
დავაუთოო,1,აუთოვებს,VERB,irons,და-ვ-ა-უთო-ო
აფენია,1,აფენია,VERB,is spread /layed out,ა-ფენ-ი-ა
გავაფერადებ,4,აფერადებს ფერადდება,VERB,colors/is colored,გა-ვ-ა-ფერად-ებ
გავაფერადოთ,4,აფერადებს ფერადდება,VERB,colors/is colored,გა-ვ-ა-ფერად-ო-თ
აფერადებ,3,აფერადებს ფერადდება,VERB,colors/is colored,ა-ფერად-ებ
გავაფერადე,3,აფერადებს ფერადდება,VERB,colors/is colored,გა-ვ-ა-ფერად-ე
გავუფერადე,3,აფერადებს ფერადდება,VERB,colors/is colored,გა-ვ-უ-ფერად-ე
გააფერადებ,1,აფერადებს ფერადდება,VERB,colors/is colored,გა-ა-ფერად-ებ
გააფერადე,1,აფერადებს ფერადდება,VERB,colors/is colored,გა-ა-ფერად-ე
გავაფერადო,1,აფერადებს ფერადდება,VERB,colors/is colored,გა-ვ-ა-ფერად-ო
გაუფერადე,1,აფერადებს ფერადდება,VERB,colors/is colored,გა-უ-ფერად-ე
ვაფერადებ,1,აფერადებს ფერადდება,VERB,colors/is colored,ვ-ა-ფერად-ებ
შეფერადებულა,1,აფერადებს ფერადდება,VERB,colors/is colored,შე-ფერად-ებულ-ა
აფრენ,1,აფრენს,VERB,makes fly,ა-ფრენ
ჩააქრეთ,3,აქრობს,VERB,extinguishes,ჩა-ა-ქრ-ე-თ
დაგაყენებ,4,აყენებს,VERB,puts up/positions,და-გ-ა-ყენ-ებ
დააყენო,1,აყენებს,VERB,puts up/positions,და-ა-ყენ-ო
მეშინია,4,აშინებს ეშინია,VERB,scares/is afraid,მ-ე-შინ-ი-ა
შეაშინე,4,აშინებს ეშინია,VERB,scares/is afraid,შე-ა-შინ-ე
გეშინია,3,აშინებს ეშინია,VERB,scares/is afraid,გ-ე-შინ-ი-ა
შეეშინდა,2,აშინებს ეშინია,VERB,scares/is afraid,შე-ე-შინ-დ-ა
შეაშინა,1,აშინებს ეშინია,VERB,scares/is afraid,შე-ა-შინ-ა
შეგაშინა,1,აშინებს ეშინია,VERB,scares/is afraid,შე-გ-ა-შინ-ა
შეგვაშინე,1,აშინებს ეშინია,VERB,scares/is afraid,შე-გვ-ა-შინ-ე
შევაშინე,1,აშინებს ეშინია,VERB,scares/is afraid,შე-ვ-ა-შინ-ე
გაშრები,8,აშრობს უ/ შრება,VERB,dries,გა-შრ-ებ-ი
გავშრები,3,აშრობს უ/ შრება,VERB,dries,გა-ვ-შრ-ებ-ი
გაშრეს,3,აშრობს უ/ შრება,VERB,dries,გა-შრ-ე-ს
გაგიშრა,1,აშრობს უ/ შრება,VERB,dries,გა-გ-ი-შრ-ა
გაშრება,1,აშრობს უ/ შრება,VERB,dries,გა-შრ-ებ-ა
გაშრი,1,აშრობს უ/ შრება,VERB,dries,გა-შრ-ი
გააჩერო,1,აჩერებს,VERB,stops,გა-ა-ჩერ-ო
გავაჩეროთ,1,აჩერებს,VERB,stops,გა-ვ-ა-ჩერ-ო-თ
მაჩვენე,23,აჩვენებს,VERB,shows,მ-ა-ჩვენ-ე
ვაჩვენებ,2,აჩვენებს,VERB,shows,ვ-ა-ჩვენ-ებ
გაჩვენებ,1,აჩვენებს,VERB,shows,გ-ა-ჩვენ-ებ
გაჩვენო,1,აჩვენებს,VERB,shows,გ-ა-ჩვენ-ო
ვაჩვენე,1,აჩვენებს,VERB,shows,ვ-ა-ჩვენ-ე
მაჩვენო,1,აჩვენებს,VERB,shows,მ-ა-ჩვენ-ო
აცემინებს,1,აცემინებს (დაცემინება),VERB,sneezes/makes sneeze,ა-ცემინ-ებ-ს
გაცვია,3,აცვია,VERB,is wearing,გ-აცვი-ა
გეცვას,1,აცვია,VERB,is wearing,გ-ეცვ-ა-ს
ეცვათ,1,აცვია,VERB,is wearing,ეცვ-ა-თ
მაცვია,1,აცვია,VERB,is wearing,მ-აცვი-ა
მოგიცლი,1,აცლის ეცლება,VERB,gives time/allows,მო-გ-იცლი
გაცვია,3,"აცმევს, აცვია",VERB,dresses (someone),გ-აცვი-ა
ჩაიცვა,3,"აცმევს, აცვია",VERB,dresses (someone),ჩა-იცვ-ა
იცვამენ,1,"აცმევს, აცვია",VERB,dresses (someone),ი-ცვამ-ენ
მაცვია,1,"აცმევს, აცვია",VERB,dresses (someone),მ-აცვი-ა
მეცვას,1,"აცმევს, აცვია",VERB,dresses (someone),მ-ეცვ-ა-ს
ჩაგაცვა,1,"აცმევს, აცვია",VERB,dresses (someone),ჩა-გ-აცვ-ა
ჩაიცმევა,1,"აცმევს, აცვია",VERB,dresses (someone),ჩა-იცმ-ევ-ა
გაცხელდა,2,აცხელებს სცხელა ცხელდება,VERB,heats/warms,გა-ცხელ-დ-ა
ცხელდება,2,აცხელებს სცხელა ცხელდება,VERB,heats/warms,ცხელ-დ-ებ-ა
მცხელა,1,აცხელებს სცხელა ცხელდება,VERB,heats/warms,მ-ცხელ-ა
მოაძრობენ,2,აძრობს,VERB,pulls off/removes,მო-ა-ძრობ-ენ
მოძვრეს,2,აძრობს,VERB,pulls off/removes,მო-ძვრ-ე-ს
მოაძრეს,1,აძრობს,VERB,pulls off/removes,მო-ა-ძრ-ეს
მოაძრე,1,აძრობს,VERB,pulls off/removes,მო-ა-ძრ-ე
დააწვინე,1,აწვენს,VERB,lays down,და-ა-წვინ-ე
ჩააწე,3,აწობს,VERB,squeezes/presses,ჩა-აწ-ე
გაწყობს,1,აწყობს (ხელს აძლევს),VERB,suits someone,გ-ა-წყ-ობ-ს
აჭედებენ,1,აჭედებს,VERB,jams/fixes firmly,ა-ჭედ-ებ-ენ
მოვახერხეთ,1,ახერხებს,VERB,manages,მო-ვ-ა-ხერხ-ე-თ
დამახრჩო,1,ახრჩობს,VERB,chokes/strangles,და-მ-ა-ხრჩ-ო
გახსოვს,13,ახსოვს,VERB,remembers,გ-ახსოვ-ს
მახსოვს,3,ახსოვს,VERB,remembers,მ-ახსოვ-ს
მახსოვდა,1,ახსოვს,VERB,remembers,მ-ახსოვ-დ-ა
ბანაობს,1,ბანაობს,VERB,bathes,ბანა-ობ-ს
ბოდიალობთ,1,ბოდიალობს,VERB,wanders/roams,ბოდიალ-ობ-თ
დაბოდიალობენ,1,ბოდიალობს,VERB,wanders/roams,და-ბოდიალ-ობ-ენ
მიბოდიალობს,1,ბოდიალობს,VERB,wanders/roams,მი-ბოდიალ-ობ-ს
აბრაზებს,2,ბრაზდება აბრაზებს უბრაზდება,VERB,gets angry/angers,ა-ბრაზ-ებ-ს
გაბრაზდა,2,ბრაზდება აბრაზებს უბრაზდება,VERB,gets angry/angers,გა-ბრაზ-დ-ა
ბრაზობო,1,ბრაზდება აბრაზებს უბრაზდება,VERB,gets angry/angers,ბრაზ-ობ-ო
გაბრაზდება,1,ბრაზდება აბრაზებს უბრაზდება,VERB,gets angry/angers,გა-ბრაზ-დ-ებ-ა
